gene	chrom	lineage	status	assembly	raw_id
MID1IP1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000165175
NR0B1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000169297
MED12	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000184634
GPR34	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000171659
MAGEB16	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000189023
SUPT20HL2	X	ATELES_MARGINATUS	PG	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000223611
PSMD10	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000101843
TKTL1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000007350
NDUFB11	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000147123
MAGEC2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000046774
SMARCA1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102038
PAK3	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000077264
IL1RAPL1	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000169306
NUDT11	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000196368
ARMCX6	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000198960
CENPVL2	X	ATELES_MARGINATUS	M	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000283093
ENSG00000230707	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000230707
BTK	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000010671
RRAGB	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000083750
IL13RA1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000131724
MAGT1	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102158
CASK	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000147044
TBL1X	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000101849
ZNF157	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000147117
CXORF49B	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000215113
TMSB15B	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000158427
SNX12	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000147164
SYTL5	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000147041
CENPVL3	X	ATELES_MARGINATUS	M	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000224109
ATG4A	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000101844
ARMCX1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000126947
ANOS1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000011201
PJA1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000181191
GLOD5	X	ATELES_MARGINATUS	PM	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000171433
PABPC1L2A	X	ATELES_MARGINATUS	PG	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000186288
HSFX2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000268738
PAGE2B	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000238269
L1CAM	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000198910
KRBOX4	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000147121
PNMA5	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000198883
NALF2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000130054
CHIC1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000204116
SPANXC	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000198573
CCNB3	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000147082
RAB9A	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000123595
MAGEB6B	X	ATELES_MARGINATUS	L	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000232030
VCX2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000177504
EDA2R	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000131080
DNASE1L1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000013563
ATP11C	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000101974
ZXDA	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000198205
TMSB15C	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000269226
RNF128	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000133135
VCX3A	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000169059
PHEX	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102174
CACNA1F	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102001
GEMIN8	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000046647
XIAP	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000101966
ZNF280C	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000056277
BEX3	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000166681
MPC1L	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000238205
CT45A6	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000278289
UBL4A	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102178
IRS4	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000133124
DMRTC1	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000269502
SYP	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102003
RTL9	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000243978
CDK16	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102225
GDI1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000203879
TSPYL2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000184205
FAM47A	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000185448
SLITRK2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000185985
GCNA	X	ATELES_MARGINATUS	UL	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000147174
SLC35A2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102100
PAGE2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000234068
BEX2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000133134
GAGE12F	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000236362
WWC3	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000047644
TSPAN7	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000156298
NUP62CL	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000198088
GPR173	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000184194
FTHL17	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000132446
AFF2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000155966
FATE1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000147378
CENPI	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102384
TIMM17B	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000126768
ARHGEF6	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000129675
RPS6KA6	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000072133
MAGEB18	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000176774
MAGEB17	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000182798
MAGEE1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000198934
SHROOM4	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000158352
CT45A5	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000228836
CLTRN	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000147003
ESX1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000123576
RIBC1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000158423
PLS3	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102024
OTC	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000036473
FGF16	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000196468
TCEAL9	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000185222
NBDY	X	ATELES_MARGINATUS	M	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000204272
MMGT1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000169446
SPACA5B	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000171478
TAF7L	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102387
GYG2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000056998
PCDH11X	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102290
UBE2A	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000077721
FUNDC1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000069509
CSAG1	X	ATELES_MARGINATUS	UL	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000198930
MCF2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000101977
ENSG00000286268	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000286268
PGK1	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102144
MAMLD1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000013619
TMEM31	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000179363
G6PD	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000160211
F8	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000185010
XKRX	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000182489
HCFC1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000172534
MAGED1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000179222
PCYT1B	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102230
GPC4	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000076716
PHF6	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000156531
PUDP	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000130021
RPGR	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000156313
CT45A1	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000268940
FAM9B	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000177138
TCEANC	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000176896
DGAT2L6	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000184210
ELF4	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102034
NHS	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000188158
CCNQ	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000262919
EFHC2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000183690
SYTL4	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102362
RNF113A	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000125352
MPP1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000130830
DCX	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000077279
SLC25A43	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000077713
GPR101	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000165370
MAGEA3	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000221867
SSX7	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000187754
FHL1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000022267
TBC1D25	X	ATELES_MARGINATUS	M	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000068354
KIAA1210	X	ATELES_MARGINATUS	UL	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000250423
SPANXN1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000203923
CT47C1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000277535
RPL36A	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000241343
CD99	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000002586
SPANXN2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000268988
MAP7D3	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000129680
FOXP3	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000049768
CDR1	X	ATELES_MARGINATUS	UL	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000288642
RAB33A	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000134594
OTUD6A	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000189401
STEEP1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000018610
FAM156A	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000268350
IDS	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000010404
CTAG1B	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000184033
NAP1L3	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000186310
MAGEA6	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000197172
FAM120C	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000184083
SLC7A3	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000165349
SRPK3	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000184343
ZNF81	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000197779
TRPC5OS	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000204025
C1GALT1C1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000171155
BRS3	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102239
MECP2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000169057
RBM41	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000089682
ATXN3L	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000123594
ITM2A	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000078596
PLXNA3	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000130827
RBBP7	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102054
CLCN4	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000073464
TLR8	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000101916
PNMA6A	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000235961
SSX2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000241476
STS	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000101846
TEX13C	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000282815
RAB39B	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000155961
DNAAF6	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000080572
ZNF630	X	ATELES_MARGINATUS	L	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000221994
CT47A6	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000226023
GAGE12J	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000224659
OTUD5	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000068308
NUDT10	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000122824
PLP2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102007
MCTS1	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000232119
CPXCR1	X	ATELES_MARGINATUS	UL	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000147183
TAB3	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000157625
ARX	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000004848
GPRASP2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000158301
TASL	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000120280
ASB12	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000198881
AMOT	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000126016
YIPF6	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000181704
GAGE10	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000215274
PABPC1L2B	X	ATELES_MARGINATUS	PG	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000184388
MAGEC3	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000165509
FRMPD3	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000147234
TCEAL6	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000204071
STARD8	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000130052
CFP	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000126759
AKAP14	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000186471
SPRY3	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000168939
ZNF275	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000063587
NXF2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000269405
AKAP17A	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000197976
EMD	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102119
BEND2	X	ATELES_MARGINATUS	L	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000177324
STAG2	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000101972
ZDHHC9	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000188706
ABCB7	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000131269
SMIM10	X	ATELES_MARGINATUS	UL	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000184785
RBMX2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000134597
RHOXF2B	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000203989
CT47A3	X	ATELES_MARGINATUS	PI	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000236126
IL2RG	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000147168
PIM2	X	ATELES_MARGINATUS	I	Ateles_marginatus__White-cheeked_spider_monkey__HLateMar1	ENSG00000102096
