GENE	GENE_ID	CHR	LINEAGE	CONSEQUENCE	GENE_TYPE
HNRNPCP2	ENSG00000204253	chr2	Gorilla	transcript ablation	processed_pseudogene
HNRNPCP2	ENSG00000204253	chr2	Orangutan	transcript ablation	processed_pseudogene
HNRNPCP2	ENSG00000204253	chr2	Gibbon	transcript ablation	processed_pseudogene
HNRNPCP2	ENSG00000204253	chr2	Macaque_indian	transcript ablation	processed_pseudogene
HNRNPCP2	ENSG00000204253	chr2	Marmoset	transcript ablation	processed_pseudogene
HNRNPCP2	ENSG00000204253	chr2	Owl_monkey	transcript ablation	processed_pseudogene
COL6A4P1	ENSG00000230524	chr3	Bonobo	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	transcribed_unprocessed_pseudogene
COL6A4P1	ENSG00000230524	chr3	Chimpanzee	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	transcribed_unprocessed_pseudogene
COL6A4P1	ENSG00000230524	chr3	Gorilla	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	transcribed_unprocessed_pseudogene
COL6A4P1	ENSG00000230524	chr3	Orangutan	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	transcribed_unprocessed_pseudogene
COL6A4P1	ENSG00000230524	chr3	Gibbon	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	transcribed_unprocessed_pseudogene
COL6A4P1	ENSG00000230524	chr3	Macaque_indian	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	transcribed_unprocessed_pseudogene
COL6A4P1	ENSG00000230524	chr3	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	transcribed_unprocessed_pseudogene
COL6A4P1	ENSG00000230524	chr3	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	transcribed_unprocessed_pseudogene
PBX2P1	ENSG00000244171	chr3	Bonobo	transcript ablation	processed_pseudogene
PBX2P1	ENSG00000244171	chr3	Chimpanzee	transcript ablation	processed_pseudogene
PBX2P1	ENSG00000244171	chr3	Gorilla	transcript ablation	processed_pseudogene
PBX2P1	ENSG00000244171	chr3	Orangutan	transcript ablation	processed_pseudogene
PBX2P1	ENSG00000244171	chr3	Gibbon	transcript ablation	processed_pseudogene
PBX2P1	ENSG00000244171	chr3	Macaque_indian	transcript ablation	processed_pseudogene
PBX2P1	ENSG00000244171	chr3	Marmoset	transcript ablation	processed_pseudogene
PBX2P1	ENSG00000244171	chr3	Owl_monkey	transcript ablation	processed_pseudogene
ECM1P2	ENSG00000249995	chr4	Bonobo	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
ECM1P2	ENSG00000249995	chr4	Chimpanzee	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
ECM1P2	ENSG00000249995	chr4	Gorilla	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
ECM1P2	ENSG00000249995	chr4	Orangutan	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
ECM1P2	ENSG00000249995	chr4	Gibbon	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
ECM1P2	ENSG00000249995	chr4	Macaque_indian	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
ECM1P2	ENSG00000249995	chr4	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
ECM1P2	ENSG00000249995	chr4	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	processed_pseudogene
AC097652.1	ENSG00000250658	chr4	Bonobo	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC097652.1	ENSG00000250658	chr4	Chimpanzee	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC097652.1	ENSG00000250658	chr4	Gorilla	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC097652.1	ENSG00000250658	chr4	Orangutan	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC097652.1	ENSG00000250658	chr4	Gibbon	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC097652.1	ENSG00000250658	chr4	Macaque_indian	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC097652.1	ENSG00000250658	chr4	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC097652.1	ENSG00000250658	chr4	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02242	ENSG00000249736	chr5	Bonobo	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02242	ENSG00000249736	chr5	Chimpanzee	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02242	ENSG00000249736	chr5	Gorilla	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02242	ENSG00000249736	chr5	Orangutan	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02242	ENSG00000249736	chr5	Gibbon	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02242	ENSG00000249736	chr5	Macaque_indian	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02242	ENSG00000249736	chr5	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02242	ENSG00000249736	chr5	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC008549.2	ENSG00000249021	chr5	Bonobo	transcript ablation	lncRNA
AC008549.2	ENSG00000249021	chr5	Chimpanzee	transcript ablation	lncRNA
AC008549.2	ENSG00000249021	chr5	Gorilla	transcript ablation	lncRNA
AC008549.2	ENSG00000249021	chr5	Orangutan	transcript ablation	lncRNA
AC008549.2	ENSG00000249021	chr5	Gibbon	transcript ablation	lncRNA
AC008549.2	ENSG00000249021	chr5	Macaque_indian	transcript ablation	lncRNA
AC008549.2	ENSG00000249021	chr5	Marmoset	transcript ablation	lncRNA
AC008549.2	ENSG00000249021	chr5	Owl_monkey	transcript ablation	lncRNA
LINC02148	ENSG00000250427	chr5	Bonobo	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02148	ENSG00000250427	chr5	Chimpanzee	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02148	ENSG00000250427	chr5	Gorilla	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02148	ENSG00000250427	chr5	Orangutan	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02148	ENSG00000250427	chr5	Gibbon	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02148	ENSG00000250427	chr5	Macaque_indian	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02148	ENSG00000250427	chr5	Marmoset	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC02148	ENSG00000250427	chr5	Owl_monkey	splice_acceptor_variant&splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC026403.1	ENSG00000229119	chr5	Bonobo	transcript ablation	processed_pseudogene
AC026403.1	ENSG00000229119	chr5	Chimpanzee	transcript ablation	processed_pseudogene
AC026403.1	ENSG00000229119	chr5	Gorilla	transcript ablation	processed_pseudogene
AC026403.1	ENSG00000229119	chr5	Orangutan	transcript ablation	processed_pseudogene
AC026403.1	ENSG00000229119	chr5	Gibbon	transcript ablation	processed_pseudogene
AC026403.1	ENSG00000229119	chr5	Macaque_indian	transcript ablation	processed_pseudogene
AC026403.1	ENSG00000229119	chr5	Marmoset	transcript ablation	processed_pseudogene
AC026403.1	ENSG00000229119	chr5	Owl_monkey	transcript ablation	processed_pseudogene
RPL10P9	ENSG00000233913	chr5	Bonobo	transcript ablation	processed_pseudogene
RPL10P9	ENSG00000233913	chr5	Chimpanzee	transcript ablation	processed_pseudogene
RPL10P9	ENSG00000233913	chr5	Gorilla	transcript ablation	processed_pseudogene
RPL10P9	ENSG00000233913	chr5	Orangutan	transcript ablation	processed_pseudogene
RPL10P9	ENSG00000233913	chr5	Gibbon	transcript ablation	processed_pseudogene
RPL10P9	ENSG00000233913	chr5	Macaque_indian	transcript ablation	processed_pseudogene
RPL10P9	ENSG00000233913	chr5	Marmoset	transcript ablation	processed_pseudogene
RPL10P9	ENSG00000233913	chr5	Owl_monkey	transcript ablation	processed_pseudogene
AL035696.3	ENSG00000263667	chr6	Bonobo	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL035696.3	ENSG00000263667	chr6	Chimpanzee	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL035696.3	ENSG00000263667	chr6	Gorilla	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL035696.3	ENSG00000263667	chr6	Orangutan	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL035696.3	ENSG00000263667	chr6	Gibbon	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL035696.3	ENSG00000263667	chr6	Macaque_indian	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL035696.3	ENSG00000263667	chr6	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL035696.3	ENSG00000263667	chr6	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
RPL15P3	ENSG00000212802	chr6	Bonobo	transcript ablation	processed_pseudogene
RPL15P3	ENSG00000212802	chr6	Chimpanzee	transcript ablation	processed_pseudogene
RPL15P3	ENSG00000212802	chr6	Gorilla	transcript ablation	processed_pseudogene
RPL15P3	ENSG00000212802	chr6	Orangutan	transcript ablation	processed_pseudogene
RPL15P3	ENSG00000212802	chr6	Gibbon	transcript ablation	processed_pseudogene
RPL15P3	ENSG00000212802	chr6	Macaque_indian	transcript ablation	processed_pseudogene
RPL15P3	ENSG00000212802	chr6	Marmoset	transcript ablation	processed_pseudogene
RPL15P3	ENSG00000212802	chr6	Owl_monkey	transcript ablation	processed_pseudogene
AL356277.3	ENSG00000272243	chr6	Bonobo	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL356277.3	ENSG00000272243	chr6	Chimpanzee	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL356277.3	ENSG00000272243	chr6	Gorilla	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL356277.3	ENSG00000272243	chr6	Orangutan	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL356277.3	ENSG00000272243	chr6	Gibbon	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL356277.3	ENSG00000272243	chr6	Macaque_indian	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL356277.3	ENSG00000272243	chr6	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL356277.3	ENSG00000272243	chr6	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MCHR2-AS1	ENSG00000229315	chr6	Bonobo	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MCHR2-AS1	ENSG00000229315	chr6	Chimpanzee	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MCHR2-AS1	ENSG00000229315	chr6	Gorilla	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MCHR2-AS1	ENSG00000229315	chr6	Orangutan	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MCHR2-AS1	ENSG00000229315	chr6	Gibbon	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MCHR2-AS1	ENSG00000229315	chr6	Macaque_indian	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MCHR2-AS1	ENSG00000229315	chr6	Marmoset	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
MCHR2-AS1	ENSG00000229315	chr6	Owl_monkey	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL078590.2	ENSG00000232310	chr6	Bonobo	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL078590.2	ENSG00000232310	chr6	Chimpanzee	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL078590.2	ENSG00000232310	chr6	Gorilla	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL078590.2	ENSG00000232310	chr6	Orangutan	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL078590.2	ENSG00000232310	chr6	Gibbon	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL078590.2	ENSG00000232310	chr6	Macaque_indian	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL078590.2	ENSG00000232310	chr6	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AL078590.2	ENSG00000232310	chr6	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC011287.1	ENSG00000229618	chr7	Bonobo	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC011287.1	ENSG00000229618	chr7	Chimpanzee	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC011287.1	ENSG00000229618	chr7	Gorilla	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC011287.1	ENSG00000229618	chr7	Orangutan	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC011287.1	ENSG00000229618	chr7	Gibbon	splice_acceptor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
RPL21P75	ENSG00000213860	chr7	Bonobo	transcript ablation	processed_pseudogene
RPL21P75	ENSG00000213860	chr7	Chimpanzee	transcript ablation	processed_pseudogene
RPL21P75	ENSG00000213860	chr7	Gorilla	transcript ablation	processed_pseudogene
RPL21P75	ENSG00000213860	chr7	Orangutan	transcript ablation	processed_pseudogene
RPL21P75	ENSG00000213860	chr7	Gibbon	transcript ablation	processed_pseudogene
RPL21P75	ENSG00000213860	chr7	Macaque_indian	transcript ablation	processed_pseudogene
RPL21P75	ENSG00000213860	chr7	Marmoset	transcript ablation	processed_pseudogene
RPL21P75	ENSG00000213860	chr7	Owl_monkey	transcript ablation	processed_pseudogene
NAT16	ENSG00000167011	chr7	Bonobo	inframe_insertion	protein_coding
NAT16	ENSG00000167011	chr7	Chimpanzee	inframe_insertion	protein_coding
NAT16	ENSG00000167011	chr7	Gorilla	inframe_insertion	protein_coding
NAT16	ENSG00000167011	chr7	Orangutan	inframe_insertion	protein_coding
NAT16	ENSG00000167011	chr7	Gibbon	inframe_insertion	protein_coding
NAT16	ENSG00000167011	chr7	Macaque_indian	inframe_insertion	protein_coding
NAT16	ENSG00000167011	chr7	Marmoset	inframe_insertion	protein_coding
NAT16	ENSG00000167011	chr7	Owl_monkey	inframe_insertion	protein_coding
AC073348.2	ENSG00000287592	chr7	Bonobo	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC073348.2	ENSG00000287592	chr7	Chimpanzee	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC073348.2	ENSG00000287592	chr7	Gorilla	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC073348.2	ENSG00000287592	chr7	Orangutan	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC073348.2	ENSG00000287592	chr7	Gibbon	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC073348.2	ENSG00000287592	chr7	Macaque_indian	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC073348.2	ENSG00000287592	chr7	Marmoset	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
AC073348.2	ENSG00000287592	chr7	Owl_monkey	splice_donor_variant&non_coding_transcript_exon_variant&intron_variant	lncRNA
LINC00251	ENSG00000280725	chr8	Bonobo	splice_donor_variant&intron_variant&non_coding_transcript_variant	lncRNA
LINC00251	ENSG00000280725	chr8	Chimpanzee	splice_donor_variant&intron_variant&non_coding_transcript_variant	lncRNA
LINC00251	ENSG00000280725	chr8	Gorilla	splice_donor_variant&intron_variant&non_coding_transcript_variant	lncRNA
LINC00251	ENSG00000280725	chr8	Orangutan	splice_donor_variant&intron_variant&non_coding_transcript_variant	lncRNA
LINC00251	ENSG00000280725	chr8	Gibbon	splice_donor_variant&intron_variant&non_coding_transcript_variant	lncRNA
LINC00251	ENSG00000280725	chr8	Macaque_indian	splice_donor_variant&intron_variant&non_coding_transcript_variant	lncRNA
LINC00251	ENSG00000280725	chr8	Marmoset	splice_donor_variant&intron_variant&non_coding_transcript_variant	lncRNA
LINC00251	ENSG00000280725	chr8	Owl_monkey	splice_donor_variant&intron_variant&non_coding_transcript_variant	lncRNA
RPS26P6	ENSG00000212994	chr8	Bonobo	transcript ablation	processed_pseudogene
RPS26P6	ENSG00000212994	chr8	Chimpanzee	transcript ablation	processed_pseudogene
RPS26P6	ENSG00000212994	chr8	Gorilla	transcript ablation	processed_pseudogene
RPS26P6	ENSG00000212994	chr8	Orangutan	transcript ablation	processed_pseudogene
RPS26P6	ENSG00000212994	chr8	Gibbon	transcript ablation	processed_pseudogene
RPS26P6	ENSG00000212994	chr8	Macaque_indian	transcript ablation	processed_pseudogene
RPS26P6	ENSG00000212994	chr8	Marmoset	transcript ablation	processed_pseudogene
RPS26P6	ENSG00000212994	chr8	Owl_monkey	transcript ablation	processed_pseudogene
MAL2	ENSG00000147676	chr8	Bonobo	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
MAL2	ENSG00000147676	chr8	Chimpanzee	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
MAL2	ENSG00000147676	chr8	Gorilla	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
MAL2	ENSG00000147676	chr8	Orangutan	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
MAL2	ENSG00000147676	chr8	Gibbon	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
MAL2	ENSG00000147676	chr8	Macaque_indian	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
MAL2	ENSG00000147676	chr8	Marmoset	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
MAL2	ENSG00000147676	chr8	Owl_monkey	splice_donor_variant&5_prime_UTR_variant&intron_variant	protein_coding
AC087354.1	ENSG00000254258	chr8	Bonobo	transcript ablation	lncRNA
AC087354.1	ENSG00000254258	chr8	Chimpanzee	transcript ablation	lncRNA
AC087354.1	ENSG00000254258	chr8	Gorilla	transcript ablation	lncRNA
AC087354.1	ENSG00000254258	chr8	Orangutan	transcript ablation	lncRNA
AC087354.1	ENSG00000254258	chr8	Gibbon	transcript ablation	lncRNA
